NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Rodolfo Max de Castro da Costa,2,6.5,7.0,6.5,APROVADO
Táles de Andrade,2,6.5,6.9,6.4,APROVADO
Arnaldo Domingos de Salgado Pires Ofro,2,6.5,6.9,6.3,APROVADO
Celso Otávio Himimu de Bezerra,2,6.5,6.9,6.2,APROVADO
Ísis de Brandão Rukago Aiman,2,6.5,6.8,7.8,APROVADO
Tiago de Cardoso dos Santos,2,6.5,6.8,7.0,APROVADO
Kauê Danilo Elbornozan,2,6.5,6.8,6.9,APROVADO
Núbia Regina Rosa,2,6.5,6.7,8.3,APROVADO
Ederson Teles,2,6.5,6.7,6.2,APROVADO
Fábio Jacinto de Sá Besoman do Vale,2,6.5,6.6,7.8,APROVADO
Solange Torres,2,6.5,6.5,6.0,APROVADO
Junior Nilton de Malta Gomes,2,6.5,6.4,8.0,APROVADO
Adílson Rafael Hikozero Vaz da Luz,2,6.5,6.4,6.3,APROVADO
Giovanni Branco,2,6.5,6.4,6.3,APROVADO
Wellington do Maranhão Onzern,2,6.5,6.3,7.7,APROVADO
Avelino Edinaldo Martinez,2,6.5,6.3,7.4,APROVADO
Camilo Walter Fragoso Branco de Queiroz,2,6.5,6.3,6.3,APROVADO
Matheus Ricardo de Muniz,2,6.5,6.2,7.2,APROVADO
Clara Jueson de Braga,2,6.5,6.2,7.0,APROVADO
Sheila Cristiane de Pascoal da Silva Rangel,2,6.5,6.0,7.6,APROVADO
Wagner de Souza Rossi,2,6.4,8.1,9.2,APROVADO
Ana Damares das Neves,2,6.4,7.8,8.1,APROVADO
Laís Dilma Awazan de Holanda Klein,2,6.4,7.6,8.1,APROVADO
Benjamin Estrada,2,6.4,7.5,7.7,APROVADO
Liane de Chaves da Conceição,2,6.4,7.1,7.7,APROVADO
Samila Selena Milani,2,6.4,7.1,7.6,APROVADO
Ediane Mana,2,6.4,7.0,6.9,APROVADO
Leonardo Kevin Eusniman,2,6.4,7.0,6.0,APROVADO
Maria Branco dos Santos,2,6.4,6.9,7.9,APROVADO
Juliano Osvaldo da Silva,2,6.4,6.9,7.7,APROVADO
Omar de Paranhos,2,6.4,6.9,7.5,APROVADO
Geraldo da Lira de Miranda,2,6.4,6.9,6.6,APROVADO
Júlia de São Pedro,2,6.4,6.9,6.0,APROVADO
Suely Klein Góis dos Santos,2,6.4,6.7,8.0,APROVADO
Wilson de Oliveira,2,6.4,6.7,6.6,APROVADO
Velma Inier,2,6.4,6.7,6.3,APROVADO
Mariana Gislaine Gehe Valverde de Souza,2,6.4,6.7,6.2,APROVADO
Suzana de Bragança Rosafute,2,6.4,6.6,6.8,APROVADO
Bartolomeu Nathan de Andrade Bemotsume Odas,2,6.4,6.5,6.4,APROVADO
Martinho de Madureira da Cruz,2,6.4,6.3,7.2,APROVADO
Bella Clara Celkornon,2,6.4,6.3,6.2,APROVADO
Abigail dos Santos Martinez,2,6.4,6.3,6.0,APROVADO
Taís Caroline de Castro,2,6.4,6.2,6.5,APROVADO
Cecília de Cardozo,2,6.4,6.2,6.3,APROVADO
Viviane Dara de Pereira Poseov Gutierrez,2,6.4,6.0,7.6,APROVADO
Diego Estevão da Silva Júnior,2,6.3,7.6,7.3,APROVADO
Raí Fragoso da Silva Yzte Neto,2,6.3,7.2,9.7,APROVADO
Vitória Tainá dos Santos da Silva,2,6.3,7.0,7.0,APROVADO
Everton Ramon de Ayres Irnsaman Júnior,2,6.3,6.9,6.2,APROVADO
Damares Janete de Garcia Penedo Claemenbi,2,6.3,6.8,9.4,APROVADO
Murilo Domingos de Lemes Marinho Burna Júnior,2,6.3,6.8,8.0,APROVADO
Tainá Gilmara de Souza,2,6.3,6.8,6.8,APROVADO
Orlando da Silva de Godoy,2,6.3,6.7,7.9,APROVADO
Omar de Osório,2,6.3,6.7,6.1,APROVADO
Manoel de Ramos,2,6.3,6.6,7.3,APROVADO
Gilson João de Bueno Boroyoso Aison,2,6.3,6.4,7.9,APROVADO
Wally de Pereira Pesurna Banhos Júnior,2,6.3,6.4,7.0,APROVADO
Felícia da Cunha,2,6.3,6.4,6.6,APROVADO
Valdirene Talita Plirnluã Sabu,2,6.3,6.4,6.0,APROVADO
Roberto Ney Eljelos,2,6.3,6.3,8.2,APROVADO
Zuleide Marli de Campos Seis,2,6.3,6.3,6.4,APROVADO
Keyla Auze,2,6.3,6.2,7.2,APROVADO
Maria da Silva Torres de Souza,2,6.2,7.0,6.5,APROVADO
Rosimeire Neila de Pacheco,2,6.2,7.0,6.3,APROVADO
Uribe Puaurnlum Rosatto Júnior,2,6.2,6.6,6.8,APROVADO
Milene dos Santos,2,6.2,6.5,6.9,APROVADO
Jean Nicolas Ebenvic Wotsu,2,6.2,6.4,7.6,APROVADO
Celina Anne Pennois Eorn,2,6.2,6.4,6.4,APROVADO
Rafael de Pereira,2,6.2,6.3,6.3,APROVADO
Verônica de Lisboa,2,6.2,6.3,6.0,APROVADO
Bento Opo Júnior,2,6.2,6.2,7.1,APROVADO
Wilma de Morais,2,6.2,6.2,7.0,APROVADO
Jenny Diana da Silva,2,6.1,6.7,6.5,APROVADO
Fernanda Yrngru,2,6.1,6.5,7.4,APROVADO
Patrícia Sandra dos Santos,2,6.1,6.3,6.7,APROVADO
Thaíssa Suzana Yohizenu de Sales,2,6.1,6.2,7.4,APROVADO
Aparecida Taís de Fernandes,2,6.1,6.1,6.5,APROVADO
Juan Severino Jardim de Sobral,2,6.0,7.4,8.5,APROVADO
Celeste da Serra,2,6.0,6.7,7.0,APROVADO
Eliomar Tyntu de Morais,2,6.0,6.6,6.8,APROVADO
Jesus de Souza Freire,2,6.0,6.4,7.5,APROVADO
Altino Vinícius de Lemes Neto,2,6.0,6.2,6.5,APROVADO
Emanoel de Souza,2,6.0,6.1,7.0,APROVADO
Ana Úrsula Astrape,2,6.0,6.0,8.1,APROVADO
Luzimara Fátima de Monteiro Martinez,2,6.0,6.0,7.0,APROVADO
Sâmia Edilene Sayu de Meireles,2,8.0,8.4,10.0,REPROVADO
Michel Ademar Dibrinan Júnior,2,8.0,8.1,10.0,REPROVADO
Washington de Souza Papi,2,7.9,8.3,10.0,REPROVADO
Ângelo Ospurnman de Castro,2,7.7,7.9,10.0,REPROVADO
Dara dos Santos,2,7.6,8.8,10.0,REPROVADO
Luiza Bruna Câmara,1,8.8,8.6,9.8,APROVADO
Christie Jeniffer Baawaba Rane Nta,1,8.6,8.3,8.8,APROVADO
Márcia Aline de Gusmão Aouov,1,8.5,8.0,8.6,APROVADO
Rosimeire Solange Crugon de Figueira Aepreprorn,1,8.4,8.3,8.3,APROVADO
Décio Daniel Portugal de Santo Antônio Júnior,1,8.3,8.7,9.4,APROVADO
Júlia Cecília de Bezerra da Silva,1,8.3,8.1,9.2,APROVADO
Giuseppe Lievic,1,8.2,8.5,9.5,APROVADO
Itamar dos Santos Júnior,1,8.2,8.1,9.5,APROVADO
Bartolomeu Yuri Npe,1,8.2,8.1,8.0,APROVADO
Eduarda Maísa de Melo Rylison Nekepa,1,8.1,8.6,8.1,APROVADO
Hildebrando Eduardo Couto Rome,1,8.1,8.0,8.3,APROVADO
Hildebrando de Carvalho Mambi,1,8.1,7.6,8.6,APROVADO
Orlando Ricardo de Barbosa,1,8.1,7.6,7.9,APROVADO
Domingos Ivan Atipaty Chao,1,8.0,9.0,9.4,APROVADO
Priscila Célia de Assunção,1,8.0,8.6,9.8,APROVADO
Samila Liane Zobehihe Unis,1,8.0,8.6,9.3,APROVADO
Suellen da Silva,1,8.0,8.5,9.4,APROVADO
Paula Manuela Muzego de Souza,1,8.0,8.4,9.7,APROVADO
Josiane Guma,1,8.0,8.4,6.5,APROVADO
Jacinto Manoel Gutierrez,1,8.0,8.2,8.3,APROVADO
Jason Bebinu Sanches,1,8.0,8.1,9.4,APROVADO
Charles Valente,1,8.0,8.1,9.3,APROVADO
Kiara Coumiov Brewi,1,8.0,8.1,8.7,APROVADO
Gilson Felipe Iaeny de Miranda,1,8.0,8.0,9.1,APROVADO
Elano de Soares,1,8.0,7.8,9.9,APROVADO
Xavier Aldo Barroso,1,8.0,7.7,9.3,APROVADO
Miguel da Costa,1,8.0,7.5,8.4,APROVADO
Olga Dahe de Barbosa,1,7.9,8.9,9.9,APROVADO
Alfredo da Silva,1,7.9,8.6,8.8,APROVADO
Talita Graziele de Junqueira Gajipe,1,7.9,8.5,9.5,APROVADO
Wally Rurau Souto,1,7.9,8.5,8.5,APROVADO
Ronaldo Celso Portugal Zogena,1,7.9,8.4,8.6,APROVADO
Priscila de Barbosa,1,7.9,8.3,8.7,APROVADO
Altair Dias,1,7.9,8.3,7.4,APROVADO
Isac Mário da Silva de Meireles,1,7.9,8.2,9.5,APROVADO
Alessandra Rosana da Silva Vlei,1,7.9,8.2,9.4,APROVADO
Luan Fred de Salgado,1,7.9,8.2,9.2,APROVADO
Eulália Chaoão,1,7.9,7.9,7.6,APROVADO
Tatiane Kosapore de Monteiro Castelo Branco,1,7.9,7.8,9.8,APROVADO
Eleonora Danielle de Lemos,1,7.9,7.8,7.9,APROVADO
Rogério de Cardoso Baganne,1,7.9,7.7,9.1,APROVADO
Marcela Lili Rangel de Gusmões,1,7.9,7.7,8.7,APROVADO
Brenda de Morais Vicese,1,7.9,7.7,8.1,APROVADO
Marcielle Chale Bape,1,7.9,7.6,8.3,APROVADO
Heitor Elói Ximenes,1,7.9,7.6,7.2,APROVADO
Marciane Valéria de Lima da Silva Pinto,1,7.9,7.2,8.5,APROVADO
Poliana Angélica dos Santos,1,7.8,8.6,9.5,APROVADO
Kim Ozvynoavic de Silveira,1,7.8,8.3,9.5,APROVADO
Karina Sâmia de Queiroz Nirezuson,1,7.8,8.3,8.6,APROVADO
Maria Himfrorn,1,7.8,8.2,9.8,APROVADO
Diego Kevin Igreja Portugal Neto,1,7.8,8.2,8.9,APROVADO
Jandira de Pascoal,1,7.8,8.2,8.8,APROVADO
Everton Samuel de Meireles Crace Neto,1,7.8,8.2,8.7,APROVADO
Jonathas Felipe da Silva,1,7.8,8.1,9.7,APROVADO
Cíntia Cristiane de Pereira,1,7.8,8.0,9.7,APROVADO
Mayara Ana Efon,1,7.8,8.0,8.8,APROVADO
Orlando Sebastião Detha,1,7.8,8.0,6.9,APROVADO
Lidiane Phirnda Gima,1,7.8,7.9,8.3,APROVADO
Francielle Cibele de Barbosa,1,7.8,7.8,9.5,APROVADO
Leila Zenaide da Gama de Lins,1,7.8,7.7,7.6,APROVADO
Vitória Valéria de Bezerra Maciel Gomes,1,7.8,7.6,8.9,APROVADO
Miguel Yochimu,1,7.8,7.6,7.9,APROVADO
Vanessa Alessandra da Silva Opunpo Mourão,1,7.8,7.5,8.8,APROVADO
Isaiane Isabel Beai de Mello,1,7.8,7.5,8.2,APROVADO
Valdirene dos Santos,1,7.8,7.5,8.0,APROVADO
Joel Isno de Lima,1,7.8,7.5,7.8,APROVADO
Lino Hozehogi,1,7.8,7.5,7.7,APROVADO
Jenny Luiza de Oliveira,1,7.8,7.4,9.9,APROVADO
Marco Luciano Pikeshi de Salvador,1,7.8,7.4,8.6,APROVADO
Edu de Ortega Riro,1,7.8,7.4,8.2,APROVADO
Estevão Ivan de Noronha Laglenov,1,7.8,7.4,6.5,APROVADO
Júlio de Gusmões Júnior,1,7.8,7.2,8.3,APROVADO
Cléber de Barbosa Gomes,1,7.7,8.6,8.6,APROVADO
Liane Zulmira Guedes,1,7.7,8.4,9.4,APROVADO
Karina de Chaves Iual Keyahi,1,7.7,8.4,8.8,APROVADO
Humberto Rivaldo da Silva,1,7.7,8.3,9.0,APROVADO
Mirian Oevic,1,7.7,8.3,8.2,APROVADO
Melanie de Monteiro Dutra,1,7.7,8.2,9.7,APROVADO
Wendy de Leão,1,7.7,8.2,9.6,APROVADO
Alfredo Laerte Nunes,1,7.7,8.2,8.4,APROVADO
Heitor José de Albuquerque Pinhão do Maranhão,1,7.7,8.1,9.1,APROVADO
Quésia de Oliveira Ebian,1,7.7,8.1,8.3,APROVADO
Velma Banhos do Paraná,1,7.7,8.0,8.8,APROVADO
Elisângela Flepu,1,7.7,8.0,8.6,APROVADO
Mirian Isaiane Valverde de Oliveira da Silva,1,7.7,8.0,7.4,APROVADO
Célia Samara da Silva,1,7.7,8.0,7.4,APROVADO
Cristiano Rosatto Júnior,1,7.7,7.9,9.3,APROVADO
Jack Orno de Barbosa,1,7.7,7.9,8.3,APROVADO
Isabel Elizabete de Martins,1,7.7,7.9,8.2,APROVADO
Eugênio dos Santos Gozzivo,1,7.7,7.9,7.9,APROVADO
Albino de Souza,1,7.7,7.8,9.2,APROVADO
Emanoel Damião Pires de Borges,1,7.7,7.8,8.9,APROVADO
Juliana de Borges,1,7.7,7.8,8.9,APROVADO
Neila Flaviana de Muniz,1,7.7,7.8,8.7,APROVADO
Hélio Sulirngra Neto,1,7.7,7.8,8.4,APROVADO
Jorge Negrão de Osório,1,7.7,7.7,9.7,APROVADO
Patrícia Bruna da Silva Vudroyri de Iglesias,1,7.7,7.7,8.3,APROVADO
Ezequiel Tuem,1,7.7,7.7,7.2,APROVADO
Luzinete de Oliveira Emproman do Amaral,1,7.7,7.6,8.9,APROVADO
Mara Castelo Branco Paim,1,7.7,7.6,7.8,APROVADO
Ana Fuovic Gabo,1,7.7,7.5,8.8,APROVADO
Eleonora de Lemes da Silva,1,7.7,7.2,7.0,APROVADO
Carolina Milani de Barbosa,1,7.7,7.1,8.0,APROVADO
Samanta Keyla de Parreira,1,7.7,7.1,8.0,APROVADO
Ricardo Ononmasovic,1,7.7,6.9,8.1,APROVADO
Giuseppe Simão Faga dos Santos,1,7.6,8.4,7.8,APROVADO
Sebastião Gova Tristão,1,7.6,8.3,9.0,APROVADO
Avelino Marcelo Prates Mowakobi,1,7.6,8.3,8.9,APROVADO
Magali de Mello,1,7.6,8.3,8.4,APROVADO
Alex de Cardozo,1,7.6,8.2,8.6,APROVADO
Albino Jeferson Esornnairn Wotoba,1,7.6,8.2,8.5,APROVADO
Max de Vieira,1,7.6,8.1,9.5,APROVADO
Daiane Anna da Silva de Lisboa,1,7.6,8.1,8.7,APROVADO
Cícero Geji Júnior,1,7.6,8.1,8.1,APROVADO
Evelyn Cícera Tsuibebe,1,7.6,8.0,9.6,APROVADO
Breno Eisza Aemauson,1,7.6,8.0,8.9,APROVADO
Zilda Izomie Owammevic,1,7.6,8.0,8.8,APROVADO
Alessandre Ciosman Nbonado,1,7.6,8.0,8.8,APROVADO
Helder Poio Fezpaoer,1,7.6,8.0,8.6,APROVADO
Tainara de Simões,1,7.6,8.0,8.6,APROVADO
Luciana Imaosov Gomes,1,7.6,7.9,8.1,APROVADO
Bartolomeu Danilo Plomozer Alerngoba Júnior,1,7.6,7.8,9.3,APROVADO
Sheila Gomes dos Santos,1,7.6,7.8,8.2,APROVADO
Mirela Francielle Gomes,1,7.6,7.8,7.9,APROVADO
Raíssa de Martins,1,7.6,7.8,7.2,APROVADO
Mikaella de Nogueira,1,7.6,7.7,9.4,APROVADO
Henrique Alan de Alves Lone,1,7.6,7.7,8.7,APROVADO
Violeta Catarina de Nogueira da Paz,1,7.6,7.7,7.6,APROVADO
Telma Pernili de Pinheiro,1,7.6,7.6,9.9,APROVADO
Joaquim Gomes de França,1,7.6,7.6,8.9,APROVADO
Lino Gorapunu Neto,1,7.6,7.6,8.8,APROVADO
Max Rodolfo dos Santos,1,7.6,7.6,8.3,APROVADO
Ariel Ulyigy,1,7.6,7.6,6.5,APROVADO
Ronaldo Táles Mourão Ezlaz Seixas,1,7.6,7.5,8.8,APROVADO
Inácio de Brandão,1,7.6,7.5,7.3,APROVADO
Amarildo de Ortega,1,7.6,7.5,6.4,APROVADO
Ângelo Nelson das Neves,1,7.6,7.4,8.4,APROVADO
Lara de Santo Antônio,1,7.6,7.4,8.4,APROVADO
Inácio Eduardo de Gonçalves,1,7.6,7.4,7.7,APROVADO
Tina Mosu,1,7.6,7.4,6.6,APROVADO
Antônio Hugo de Souza,1,7.6,7.3,7.8,APROVADO
Elano Attusoman,1,7.6,7.3,7.8,APROVADO
Bárbara Castelo de Soares,1,7.6,7.3,6.8,APROVADO
Lara de Diniz Zebe,1,7.6,7.2,8.5,APROVADO
Mônica Rangel de Oliveira,1,7.6,7.2,8.1,APROVADO
Altino Eiaseã,1,7.6,7.1,8.9,APROVADO
Valéria Teba,1,7.6,7.1,8.3,APROVADO
Xerxes Manuel Falsiojo de Peixoto,1,7.6,7.1,6.1,APROVADO
Ney Cleberson Quescle Valente,1,7.6,6.7,7.6,APROVADO
Marcos Fabrício de Fonseca Foes Terceiro,1,7.5,8.3,8.8,APROVADO
Hamilton de Angola,1,7.5,8.3,8.2,APROVADO
Edu Edson dos Santos Nunes,1,7.5,8.2,7.9,APROVADO
Walter Diogo Ribeiro,1,7.5,8.2,6.4,APROVADO
Keyla Uzumurnã Milu,1,7.5,8.0,9.5,APROVADO
Emanoel Albino Baseta,1,7.5,8.0,9.0,APROVADO
Keyla Torres de Barbosa da Silva,1,7.5,8.0,8.1,APROVADO
Raul Jiha Penedo Gomes Júnior,1,7.5,8.0,8.0,APROVADO
Celeste Loeresan,1,7.5,7.9,9.5,APROVADO
Jânio Luiz Ifre,1,7.5,7.9,8.7,APROVADO
Hildebrando Barnabé dos Santos,1,7.5,7.8,9.1,APROVADO
Wendy Mirela Zunipiha de Souza,1,7.5,7.8,8.3,APROVADO
Sílvia Luiza da Silva,1,7.5,7.7,8.1,APROVADO
Nair Raquel dos Santos de Oliva Gumaer,1,7.5,7.7,6.5,APROVADO
Valter Teles de Meireles Neto,1,7.5,7.6,9.3,APROVADO
Gilson Gustavo de Pimentel Schmidt Weiss,1,7.5,7.6,7.7,APROVADO
Elisângela Eulália Estrada Udian Gomes,1,7.5,7.6,7.0,APROVADO
Amélia da Silva de Aguiar,1,7.5,7.5,8.4,APROVADO
Amanda dos Santos Terceiro,1,7.5,7.5,8.0,APROVADO
Caio Plínio de Diniz Pashi,1,7.5,7.5,7.9,APROVADO
Edilene de Souza Akio,1,7.5,7.4,8.2,APROVADO
Simone Wendy de Cabral,1,7.5,7.3,7.0,APROVADO
Amélia Rosatto,1,7.5,7.2,7.5,APROVADO
Bianca de Maia,1,7.5,7.1,8.8,APROVADO
Caroline Couto de Britto Mendes,1,7.5,7.1,7.0,APROVADO
Kelly Elisa Edurn Ernjaoeão de Silveira,1,7.5,6.9,6.7,APROVADO
Caroline Hellen Gomes,1,7.5,6.8,7.4,APROVADO
Jaziel da Silva de Fonseca,1,7.5,6.8,6.7,APROVADO
Cauê Diogo da Silva,1,7.5,6.6,7.2,APROVADO
Amarildo de Fonseca Guseka,1,7.4,8.7,9.5,APROVADO
Márcio Igrirevern de Matos Júnior,1,7.4,8.1,9.3,APROVADO
Lina da Conceição de Bezerra,1,7.4,8.1,8.7,APROVADO
Elisete Liane da Silva,1,7.4,8.1,7.0,APROVADO
Gislaine de Soares Ipil Pohepupo,1,7.4,8.1,6.4,APROVADO
Mateus Oliver Ezne,1,7.4,8.0,9.1,APROVADO
Albino Jânio de Linhares Omam,1,7.4,8.0,8.6,APROVADO
Margarida de Lemos,1,7.4,8.0,8.2,APROVADO
Fabiana Irnorri de Souza,1,7.4,8.0,7.2,APROVADO
Severino Fusyan de Souza,1,7.4,7.9,9.2,APROVADO
Luciana Hellen Pimenta de Ayres,1,7.4,7.9,7.4,APROVADO
Genir Blisirn,1,7.4,7.9,6.9,APROVADO
Ismael Sebastião de Noronha,1,7.4,7.7,9.9,APROVADO
Diana Tabiseke,1,7.4,7.7,7.5,APROVADO
Rodrigo Sebastião de Duarte,1,7.4,7.6,9.2,APROVADO
Luiz Beto Branco Ezriz da Silva,1,7.4,7.6,7.9,APROVADO
Pedro Jair Mupu Duque Earnmym,1,7.4,7.6,7.9,APROVADO
Moacyr Martin dos Santos Fomiman,1,7.4,7.6,7.8,APROVADO
Clotilde Hokuga de Barbosa,1,7.4,7.6,6.6,APROVADO
Flávia Rebeca Gomes,1,7.4,7.5,7.9,APROVADO
Eliane Abigail Brasil,1,7.4,7.5,7.5,APROVADO
Mariano Quirino Norohiwa,1,7.4,7.5,7.1,APROVADO
Elói de Salvador,1,7.4,7.4,8.6,APROVADO
Yuri Freroan de Lemes,1,7.4,7.4,8.2,APROVADO
Ivanete Brenda da Paraíba de Pereira dos Santos,1,7.4,7.3,8.2,APROVADO
André Miguel Trevisan Portugal do Amazonas,1,7.4,7.2,6.4,APROVADO
Hilda Schmidt Jisebemo,1,7.4,7.2,6.4,APROVADO
Liane Beatriz Valverde,1,7.4,7.1,8.8,APROVADO
Sara de Barros Mosy,1,7.4,7.1,7.6,APROVADO
Eliomar Tainá de Leite Weber Lopes,1,7.4,7.1,7.4,APROVADO
Micael Rafael Franco,1,7.4,7.1,7.4,APROVADO
Ademar da Paraíba de Uchôa,1,7.4,7.0,6.4,APROVADO
Aline de Meireles da Gama Imli,1,7.4,6.9,8.3,APROVADO
Nelson de Pimentel Tegitama Chusammi,1,7.4,6.9,6.7,APROVADO
Danielle Larissa Cibaov Nnachina Chusevic,1,7.4,6.7,6.7,APROVADO
Bernadete de São Pedro,1,7.4,6.7,6.2,APROVADO
Gilberto de Sobral,1,7.3,8.0,8.3,APROVADO
Quirino Nicolas de Viana,1,7.3,7.9,7.9,APROVADO
Alexandre de Brito Martinez,1,7.3,7.9,7.5,APROVADO
Lúcio Albino do Rio,1,7.3,7.8,8.3,APROVADO
Mayra de Martins Gomes da Cunha,1,7.3,7.8,6.3,APROVADO
Davi de Bezerra Hizobo Júnior,1,7.3,7.7,9.8,APROVADO
Charlene de Madureira Prates,1,7.3,7.7,8.9,APROVADO
Lina Iliza da Silva,1,7.3,7.7,8.3,APROVADO
Sheila da Silva,1,7.3,7.7,7.8,APROVADO
Miguel de Leite Eome,1,7.3,7.6,8.3,APROVADO
Tânia Márcia Banhos de Fraga,1,7.3,7.6,8.1,APROVADO
Otaviano de Alves,1,7.3,7.6,8.0,APROVADO
Edson Taapu,1,7.3,7.6,7.7,APROVADO
Ederson Fabrício Krero Júnior,1,7.3,7.5,8.2,APROVADO
Micael Vemnysonnizson,1,7.3,7.5,7.9,APROVADO
Jason do Piauí,1,7.3,7.4,7.9,APROVADO
Fagner José Gomes,1,7.3,7.4,7.8,APROVADO
Raul de Vieira Rizo Marinho,1,7.3,7.4,7.6,APROVADO
Arlete de Salvador,1,7.3,7.3,7.0,APROVADO
Daniel Gopiheshi,1,7.3,7.2,7.9,APROVADO
Álvaro de Madureira,1,7.3,7.2,7.8,APROVADO
Luís Sandro Couto dos Santos,1,7.3,7.2,7.8,APROVADO
Toninho Francisco dos Santos,1,7.3,7.2,7.6,APROVADO
Lili Aparecida da Nóbrega,1,7.3,7.2,7.4,APROVADO
Décio Imornman,1,7.3,7.1,9.5,APROVADO
Leila Silcoenã Monuyuke,1,7.3,7.1,7.8,APROVADO
Osório Martinez Júnior,1,7.3,7.1,6.0,APROVADO
Christie Buarque de Oliveira Naves,1,7.3,7.0,8.5,APROVADO
Micael Walter de Barbosa,1,7.3,7.0,8.0,APROVADO
Laís Ovruson,1,7.3,7.0,6.3,APROVADO
Everaldo de Salgado,1,7.3,7.0,6.0,APROVADO
Albino Willian Vozbomeman Júnior,1,7.3,6.9,8.2,APROVADO
Ariana Rute Maciel Furnomov,1,7.3,6.9,7.9,APROVADO
Marcielle Guedes Câmara,1,7.3,6.9,7.9,APROVADO
Suzy Guerra,1,7.3,6.9,7.7,APROVADO
Camilo do Espírito Santo da Silva,1,7.3,6.9,7.5,APROVADO
Zenaide Kiara Samoson dos Santos Pires,1,7.3,6.9,6.8,APROVADO
Soraya Ariel Ganeli Medezosu,1,7.3,6.8,6.2,APROVADO
Rafaela Leni Gomes,1,7.3,6.3,6.0,APROVADO
Vitor Thiago Dias,1,7.2,8.2,8.0,APROVADO
Ezequiel Gilson de Pereira,1,7.2,7.8,6.4,APROVADO
Marlon das Neves de Pinheiro,1,7.2,7.6,7.7,APROVADO
Dina Suzanne Mahezune Schneider,1,7.2,7.6,6.4,APROVADO
Batista Ederson Fugueso,1,7.2,7.5,7.3,APROVADO
Heloísa Rangel,1,7.2,7.5,6.4,APROVADO
Alana Tatiane de Souza da Rocha,1,7.2,7.4,7.0,APROVADO
Janaína Arilda de Junqueira,1,7.2,7.4,6.0,APROVADO
Paula Janete de Pereira Trevisan,1,7.2,7.3,8.5,APROVADO
Eugênio Luigi de Parreira,1,7.2,7.3,7.4,APROVADO
Avelino Bernardo de Espanha,1,7.2,7.2,8.4,APROVADO
Wesley de Gusmão Crornnoz Rangel,1,7.2,7.2,8.0,APROVADO
Isabela da Gama dos Santos,1,7.2,7.2,7.8,APROVADO
Breno Alessandre de Martins Kiata,1,7.2,7.2,6.7,APROVADO
Willian Torres de Arantes da Silva,1,7.2,7.2,6.7,APROVADO
Marciano da Lira dos Santos,1,7.2,7.2,6.4,APROVADO
Henrique Fabrício do Prado Rossi,1,7.2,7.1,7.6,APROVADO
Bianca Taís Goda,1,7.2,7.1,6.8,APROVADO
Aline Evelyn de Duarte,1,7.2,7.1,6.2,APROVADO
Lena Naguyamo Amlurner,1,7.2,6.9,7.2,APROVADO
Vinícius de Arantes,1,7.2,6.9,7.2,APROVADO
Camilo Eugênio Bikuse da Gama,1,7.2,6.9,6.6,APROVADO
Hellen Marina de Menezes,1,7.2,6.8,8.2,APROVADO
Rute Ingrid Hiposu,1,7.2,6.8,7.9,APROVADO
Francisco Eduardo Etan,1,7.2,6.8,6.6,APROVADO
João de Andrade da Silva,1,7.2,6.8,6.3,APROVADO
Jeferson Barroso de Rezende Júnior,1,7.2,6.7,6.0,APROVADO
Aurélio da Nóbrega Cavalcante,1,7.2,6.6,7.5,APROVADO
Kátia Portugal de Pereira,1,7.2,6.6,7.3,APROVADO
Dina da Silva Azma,1,7.2,6.5,8.5,APROVADO
Ângelo Victor de Albuquerque,1,7.2,6.5,7.7,APROVADO
Edson de Souza d'Ávila,1,7.2,6.5,6.9,APROVADO
Bete Camila Guedes do Piauí,1,7.2,6.2,7.3,APROVADO
Dário Victor Pires Júnior,1,7.2,6.0,6.3,APROVADO
Nicolas Ebyu Júnior,1,7.1,7.8,7.1,APROVADO
Marielle de Fonseca Bezakegu dos Santos,1,7.1,7.7,6.5,APROVADO
Quirino Marcos dos Santos,1,7.1,7.6,8.2,APROVADO
Caroline Paula dos Santos,1,7.1,7.6,7.3,APROVADO
Augusto Lucas de Oliveira,1,7.1,7.5,9.2,APROVADO
Kiara de Souza Beiem,1,7.1,7.5,7.4,APROVADO
Flaviana Margarida de Barbosa Cile Souto,1,7.1,7.4,8.0,APROVADO
Felipe de Guimarães,1,7.1,7.4,6.8,APROVADO
Jesus Jânio Pinbo Valente,1,7.1,7.3,8.1,APROVADO
Elisa Mikaella de Noronha,1,7.1,7.3,6.7,APROVADO
Rodrigo Hibayo Júnior,1,7.1,7.3,6.5,APROVADO
Celso Nafrumbevic,1,7.1,7.2,8.5,APROVADO
Daiane Maria Zechirebu,1,7.1,7.2,6.0,APROVADO
Fernando David de Souza Júnior,1,7.1,7.1,7.8,APROVADO
Vívian Mel da Silva Quize,1,7.1,7.1,6.9,APROVADO
Maria Ísis da Silva Doaov,1,7.1,7.0,8.2,APROVADO
Chico Mozo,1,7.1,7.0,7.2,APROVADO
Evelyn de Fernandes Fortes,1,7.1,7.0,7.0,APROVADO
Demilson Byde Mourão,1,7.1,7.0,6.8,APROVADO
Simão da Luz,1,7.1,6.9,7.0,APROVADO
Lino Eliel de Iglesias Brygi,1,7.1,6.9,6.7,APROVADO
Aldo Maurício do Vale Samamora de Trindade,1,7.1,6.8,8.9,APROVADO
Carla de Tozetto,1,7.1,6.8,8.0,APROVADO
